"","simphe_mean0_hSquare0.7_cv0.1_QTN100_A10_D0_AA0_AD0_DA0_DD0_epoch1642079623","simphe_mean0_hSquare0.7_cv0.1_QTN100_A8_D2_AA0_AD0_DA0_DD0_epoch1642079623","simphe_mean0_hSquare0.7_cv0.1_QTN100_A6_D4_AA0_AD0_DA0_DD0_epoch1642079623","simphe_mean0_hSquare0.7_cv0.1_QTN100_A4_D6_AA0_AD0_DA0_DD0_epoch1642079623","simphe_mean0_hSquare0.7_cv0.1_QTN100_A2_D8_AA0_AD0_DA0_DD0_epoch1642079623","simphe_mean0_hSquare0.7_cv0.1_QTN100_A0_D10_AA0_AD0_DA0_DD0_epoch1642079623","simphe_mean0_hSquare0.7_cv0.1_QTN100_A10_D0_AA0_AD0_DA0_DD0_epoch1642079786","simphe_mean0_hSquare0.7_cv0.1_QTN100_A8_D2_AA0_AD0_DA0_DD0_epoch1642079786","simphe_mean0_hSquare0.7_cv0.1_QTN100_A6_D4_AA0_AD0_DA0_DD0_epoch1642079786","simphe_mean0_hSquare0.7_cv0.1_QTN100_A4_D6_AA0_AD0_DA0_DD0_epoch1642079786","simphe_mean0_hSquare0.7_cv0.1_QTN100_A2_D8_AA0_AD0_DA0_DD0_epoch1642079786","simphe_mean0_hSquare0.7_cv0.1_QTN100_A0_D10_AA0_AD0_DA0_DD0_epoch1642079786","simphe_mean0_hSquare0.7_cv0.1_QTN100_A10_D0_AA0_AD0_DA0_DD0_epoch1642081054","simphe_mean0_hSquare0.7_cv0.1_QTN100_A8_D2_AA0_AD0_DA0_DD0_epoch1642081054","simphe_mean0_hSquare0.7_cv0.1_QTN100_A6_D4_AA0_AD0_DA0_DD0_epoch1642081054","simphe_mean0_hSquare0.7_cv0.1_QTN100_A4_D6_AA0_AD0_DA0_DD0_epoch1642081054","simphe_mean0_hSquare0.7_cv0.1_QTN100_A2_D8_AA0_AD0_DA0_DD0_epoch1642081054","simphe_mean0_hSquare0.7_cv0.1_QTN100_A0_D10_AA0_AD0_DA0_DD0_epoch1642081054","simphe_mean0_hSquare0.7_cv0.1_QTN100_A10_D0_AA0_AD0_DA0_DD0_epoch1642081311","simphe_mean0_hSquare0.7_cv0.1_QTN100_A8_D2_AA0_AD0_DA0_DD0_epoch1642081311","simphe_mean0_hSquare0.7_cv0.1_QTN100_A6_D4_AA0_AD0_DA0_DD0_epoch1642081311","simphe_mean0_hSquare0.7_cv0.1_QTN100_A4_D6_AA0_AD0_DA0_DD0_epoch1642081311","simphe_mean0_hSquare0.7_cv0.1_QTN100_A2_D8_AA0_AD0_DA0_DD0_epoch1642081311","simphe_mean0_hSquare0.7_cv0.1_QTN100_A0_D10_AA0_AD0_DA0_DD0_epoch1642081311","simphe_mean0_hSquare0.7_cv0.1_QTN100_A10_D0_AA0_AD0_DA0_DD0_epoch1642081455","simphe_mean0_hSquare0.7_cv0.1_QTN100_A8_D2_AA0_AD0_DA0_DD0_epoch1642081455","simphe_mean0_hSquare0.7_cv0.1_QTN100_A6_D4_AA0_AD0_DA0_DD0_epoch1642081455","simphe_mean0_hSquare0.7_cv0.1_QTN100_A4_D6_AA0_AD0_DA0_DD0_epoch1642081455","simphe_mean0_hSquare0.7_cv0.1_QTN100_A2_D8_AA0_AD0_DA0_DD0_epoch1642081455","simphe_mean0_hSquare0.7_cv0.1_QTN100_A0_D10_AA0_AD0_DA0_DD0_epoch1642081455"
"sample_1011",-4.00237375059572,31.1878136273769,54.9383003626423,-12.7348947395783,38.0221393690882,-69.3632394850448,210.804382713505,84.5857053179989,95.3284603611352,86.8151224026671,-131.973641319323,6.79437123348439,62.6709756102872,15.9242055639199,2.95214421651627,21.3494766629074,6.49713506726514,40.1939133982886,-7.53329494243269,65.0508384569776,19.0790566902253,-7.8646839173054,4.45457926752662,30.9875100024501,-22.8370224672186,-4.73448814929409,-10.8708518438696,56.7402686369593,-53.4537419446904,0.40129792850707
"sample_328",19.7373495052271,70.667410934287,51.2846560751287,67.2627352219947,26.3356063004692,6.67175706771197,102.633344903345,57.4230928734773,123.51629292193,42.5235985655333,-6.89208478416765,22.5828257435643,63.6959903171518,19.8425729966032,11.4362787580353,35.4521560750963,-91.4550294680359,-33.2412253747837,-37.3160785226093,-41.9665121659172,43.050186618678,-29.5972988698207,12.2268762340722,53.1361292816383,-139.457919731163,-1.29201979154957,8.77662481811004,-21.1532239801375,36.3540329802066,29.3341434042753
"sample_362",-13.7854641632615,53.3004673876675,129.745635040887,71.9613962695881,-39.5357275058276,-163.720415096761,55.6579152873245,122.446687555514,124.852117186979,-31.4689620064397,2.10688490742174,-100.737569200631,-47.2777681881093,-69.1547869870146,-13.964126157546,80.0153837734578,-13.764363308049,-123.879253171657,6.5474220364147,-69.5199818389436,35.8473620715815,-25.8533752835827,-78.5022159495921,17.1136149580686,-31.6204480845172,-10.1589723394314,7.75373902105661,-85.212971432387,33.6981264327971,-23.8621200809383
"sample_30",-36.3030138278747,119.154518479071,2.19626442076881,58.4859426596856,-14.8228155069906,43.4630232253319,76.8108787698859,81.2918580627708,52.8540438225896,110.445101930648,57.7998710029787,64.7612627002052,159.534427747328,22.2299974069499,39.1596558663151,58.1811934393603,14.9629838656593,14.7452366628859,-24.4797405680025,22.7764299398672,52.3663936890551,-4.53365144377597,26.4838167113751,42.5181636698655,88.1821350573211,22.6765502985398,43.7866342154948,34.9283083655783,51.0697249787462,50.7056691331794
"sample_718",10.7036722732591,1.28125800103043,-14.8584161812608,-21.7728954041359,7.62414485050574,61.3821457043165,129.622227516854,37.3619508505275,38.8611740144012,60.7866805715611,44.5260297052224,-44.1032536060182,-39.0117494185596,5.50084034492261,85.5558813476926,23.9568229666931,24.9061167136136,-5.35838223218221,78.5081533084847,39.6759665657479,-37.2323887428423,-6.83899242972134,-12.2914780679571,47.733651800634,-8.65031079778315,-121.554678198996,94.3743732061941,-35.3541543000451,-74.2784648393807,45.7544991596258
"sample_825",33.394006770895,27.7487091630714,-13.7685383793609,35.7950285787972,4.97229029041425,107.773091358613,-27.2722488935483,33.358985165749,12.4503165114998,65.0533663587972,-35.5438098559381,-20.7618736131402,106.96730131921,-55.1297421460174,-28.8249898502921,109.858824744819,-60.6177493811697,-54.405537756196,67.9313199387082,95.4656457712797,-9.23395048701082,-32.9395913024597,64.1903012314787,-104.588104116505,28.7525005695903,9.7689078383676,-19.2108594356699,-71.9265979764987,-73.4192570780812,-8.74897953539763
"sample_862",41.7119950408662,96.482832692722,45.7289486960375,-39.5896312644133,-23.9598534453194,-0.370648173319239,95.9490037185725,46.4083043257101,87.0174668513492,-28.7510476079859,-12.5044889016135,42.8133192271071,57.9654885141549,-77.7685519684833,19.4947259544726,15.6838390400254,8.9649555291801,49.5588459477683,105.328104347727,-41.8409068573574,1.86818021325578,9.43658175659582,-56.8038044419235,-8.06381775209188,113.056708640153,34.3183707543147,4.77292611127154,-30.4155869823474,15.2917938169962,18.0453432115045
"sample_768",-68.2178905068218,97.5746814216154,4.50442177611566,2.50744469471696,15.2364046805642,-11.9816230491335,91.6640097875568,-24.560093890699,114.507691834571,-9.89110060018291,-74.5275253088789,97.4411901383566,-4.41569826803199,16.8644904128697,65.3211707124499,51.3100469534465,-32.6140870857198,56.8244698416041,40.4445021440717,35.0381411408141,20.9113336288314,-21.4139958990406,-50.2445185424914,82.0608044424461,-65.896160752998,31.8052977239238,34.0034697924524,-35.2503802825237,-48.3225257850478,-105.012013929764
"sample_550",229.587416813079,5.08855147288143,72.2290677137983,35.1608487277661,-73.1709539041628,-7.83424867444981,181.446263375155,41.1875529204555,14.5338528535525,24.4520968094795,-23.477261312412,74.3556704947867,3.36444211962892,-72.3938731157202,-44.2047993111026,-35.174171827876,60.2626813351613,-9.3714250144757,33.9923526099408,63.629839421546,83.3077224962132,37.2269324006351,-6.4636504875337,-20.2343379996054,-95.0072332423578,-138.010868885282,68.3099293589805,22.5154000779052,-31.5999288087772,-85.0593476405655
"sample_528",37.4733278998403,20.4032574205722,30.5033041307574,22.1267150301513,-65.3328893794401,-144.950820698333,28.2123836493064,-27.9447146980782,43.0815016317428,42.3830135256577,-34.8044597184212,17.4403609568433,73.1313178434438,4.15661030673385,-43.458152878424,-9.37083514949144,-42.6121729276467,4.5089421279008,-17.5594662617583,-28.0884084292156,21.5963268114911,-24.4736310389838,62.1260200896301,73.5669313262697,-46.9405728796082,6.49108821378162,52.6659335918784,18.4376482338459,-37.6699280298107,-106.671543177973
"sample_342",170.956794796133,109.831367285047,-30.9362072220507,52.1539923876313,67.2996426113107,-3.42950323702505,44.0038444790722,70.6593420221845,82.4288537718314,42.3083574984386,-34.8804102253445,-48.2964543276908,120.90616895466,4.5818969054364,62.3322246212202,36.3970896841,23.0635800994801,-51.8785288188055,118.959011402234,85.8036672610227,53.8471393566137,7.87600644684339,90.7576188353439,6.71273492017704,40.2948232163594,89.4153569170772,14.0606500738675,27.2469585583113,-108.774783011046,2.88225118546595
"sample_95",122.664311923502,120.030202117963,56.172838867889,45.4563714552084,3.64622882889453,37.7928122903477,-10.0324782492153,-22.3605223721758,175.554228952627,16.3419316099329,90.6570321608497,72.8719764464931,56.7294137007813,-21.0595291015249,52.7843148566914,62.8773202152443,16.6081390080251,-3.14799692168986,-42.8512577832309,37.1705303775681,-5.070528462216,-23.1672775857804,-21.2791227876621,-97.0844289567939,39.7659489392217,23.4542687470767,24.3631133313468,83.048946632013,-97.7441673121348,-9.59221163887189
"sample_178",257.475575044712,-4.14091684851084,23.8410976396321,100.670686291768,-38.1854954138662,18.1976569959709,-99.7155812827548,33.9375424965337,26.3793684075835,-35.2246974763569,14.0220730959104,61.9668914529056,221.165059436223,88.7340506515111,32.9023011861937,19.4077162597408,13.7582460646166,-138.353738319788,-26.5183767510417,97.4350549712824,67.6293463975906,-3.81161918167276,-33.5278120305722,7.65948529538287,-169.445763630594,-73.9918628923454,-42.2807570885724,24.4501812310933,-60.6549581631741,17.5795174223651
"sample_2",177.632110268947,19.9812512612239,85.0987424071804,14.0654717346301,0.273926879346811,-26.0552626548937,15.7506699246768,97.2996919004721,29.2229554590459,6.4288254743513,50.7466635088705,37.8303994746849,86.3898433715929,28.5877542974098,53.2518165321986,106.820545259564,-42.459584494953,-177.712676037781,21.1067305259865,-119.293749442117,-70.1007260884957,-55.1768233766954,4.13506058100405,-13.2870818579351,-91.364360020598,64.4374742071441,-4.44627720963939,34.0095008090309,-126.496824500287,-37.3696189572925
"sample_523",89.4187533487178,-32.0316475767031,-14.647540277423,38.2877374125892,-35.0415335003486,-31.6289614054102,35.944747532656,98.3707385371627,8.46581763942318,0.209619387343174,-73.520245191006,62.2056519377121,72.7047001914018,43.2282829761281,164.160687717059,16.4558440791117,-17.1350616471717,-65.4343282457515,47.3983346789207,58.3452521339907,21.1760444177292,-15.9018310621669,4.15222033639792,-114.670802616865,-116.668923740942,38.6041039215755,-16.4276821304356,59.7356940848162,-117.451389090251,-84.1304403815677
"sample_56",208.439010240369,23.2144557839944,35.6958367765258,12.3055841928969,97.0664312615005,-104.307089827886,-34.3270378082291,136.492106023051,47.4614305902163,90.5003583094826,-54.6831243409343,120.878434335363,170.7132412509,-25.7817584007881,-41.8162360218,58.3926814901525,-17.6063656787101,-18.6765095959901,120.322895089779,106.150303041765,1.4387900743954,8.25263313962429,-62.1903641180566,45.1200223667563,-193.614844074668,82.7915930801633,33.3709469195216,31.12810053792,-7.2930497503492,-46.7333240256533
"sample_444",180.487657510148,-125.14920743631,-23.659720619727,-5.77205345034119,3.49416981910456,-15.0739966582368,67.7256989842726,112.254901253893,49.9660699125438,51.4742798422363,-109.213256802552,-18.225361858536,131.226345450009,6.91124206418711,-3.85911897735885,84.5885497707816,17.1128966795966,4.9588325777643,-32.8182224938407,74.2318700420878,-16.6364409600871,-3.8358035687398,34.7052867323963,63.9690491097703,-71.1391872308694,78.9589616056971,-52.8933041631821,22.0367214025156,-37.8039080597158,-63.0435469422955
"sample_449",115.70112783806,-129.098615661737,23.035978335767,-37.0272997919861,41.507278245858,-66.1020708373137,103.934305463509,114.955627890984,85.7934894114327,33.5904415147678,-38.5408756475398,-44.79601043248,34.7107997442253,-6.58178036715272,-4.61855296008788,37.429593166859,49.1573276223193,-96.8955552175735,-49.3467576394149,1.33777465119214,-55.0321432306647,16.3303730483624,-0.19026776342632,11.0220845282395,-91.3646169625224,-156.7562976203,17.3694155025716,-46.3932656060092,-74.1970320808065,18.081800612273
"sample_127",113.386689630939,-92.5446811700722,-38.4519419567306,30.8073322981313,-11.7083906857395,-42.7351308206816,63.0145947907249,16.0832676436688,39.1303255370522,7.09248807344757,-160.442180219086,88.1466395057652,69.538651642803,57.6765468305592,-54.7400068733051,71.4182054800052,-68.1732586746932,29.3906304967662,-20.9981052520056,50.241195299148,33.3354634750462,2.96760087351833,-4.85474309769356,-15.898548164716,-19.7530493659078,-53.5201684664591,-11.8668523774216,7.52746488388015,-18.4142290362698,-21.5976636561757
"sample_576",40.9799214043052,-16.6241719437473,1.05746577078669,-18.0105157065806,-81.2488169315279,-156.909974910215,163.045856767667,-5.39527381729552,54.6225651959969,74.1342939298905,-29.1424559261199,81.7606034059409,135.500781612077,-13.5012861327487,52.2631292120526,-1.38417526309402,-61.7407567054164,-29.6563009640753,-45.9009370299894,90.6584945770959,-21.6633213267181,-28.3866976921808,32.2247787633011,110.680708651273,41.7530971343625,-25.9669463733658,51.437801156953,-48.6619741209343,-72.8763017542591,-25.77255511723
"sample_686",72.7005708357005,49.0009410119386,103.442175094277,-25.7545200835659,66.5475225920017,-84.2247041126966,70.1394587700977,133.263957956186,25.7448789995187,-47.0582604442626,-72.4936391232335,-31.8057466803531,72.2550235099258,-42.478485237622,69.9155915899338,16.9896253789074,23.8148305158412,-73.9764787005551,29.5526753113866,-23.74872058419,-13.7057464217183,-34.3120314902856,-52.2947037388326,44.6744207021145,25.0326101259008,68.7555189591587,75.849628311313,-3.43243103631015,-89.0618715678126,29.6761928294803
"sample_195",110.716432226701,-35.5089602823405,57.7398501433926,83.6753449553592,74.5826560960306,93.4863151945395,-52.9193308690903,43.1709223873672,58.985102035565,22.920120633865,-9.81700156626161,7.44199742969446,154.71194664075,-124.567465220272,-9.74601777973659,-24.444215974465,-0.550952040467347,-83.2345636070731,-8.75289208377088,80.1731962258425,14.5718266794845,37.8225046518858,-107.939880561982,-28.3744873193804,-101.582419709743,16.145094349438,4.7356887482746,34.8781908446049,-14.2561863825671,110.932402279634
"sample_86",51.0249676138194,10.1679165457253,12.2189576258878,-30.9059361404105,-38.7262412981201,-65.5948859766999,-46.596110990098,32.4230745857917,26.4580930294565,-7.14740361396,75.6070110041263,14.629354745279,61.3809158773008,-44.3659300551705,-0.538142843495237,5.18670621740809,-59.0606729281951,-10.7923509648358,-20.0632111448583,10.087050937792,16.9731988851584,24.5712573949319,-36.7288453396584,109.76276754261,-68.3222872603668,52.3977562086722,60.0108302112647,65.6161596986551,-60.59945038103,42.1508424271561
"sample_34",21.1564137242442,84.5121607830467,92.0219706374508,25.5937771057725,86.2404972164396,-108.306407148216,25.6273718324085,68.8842184642469,-27.6331288644931,83.3593761606871,20.7801224967647,68.6768252503662,179.741668494205,117.147200651329,79.9244213080176,-52.634122488735,8.35141004232015,32.6618589811862,36.4133219065626,47.1109982986569,-44.509270349753,-34.8144306421552,4.30590985335538,125.339584458513,0.595026964826662,-24.8846367954482,58.4986164303925,17.9097772850813,35.9109762239447,-68.5972293619927
"sample_265",98.1910414851474,86.764460287709,42.1031868908115,-4.76440816373932,5.74522483569515,13.369485241251,34.5201288262562,138.14225180364,65.0156065011872,12.7661566418582,-58.0558734446197,111.302019917214,132.931628494685,-149.99066735859,-4.00248599877358,19.1165947690894,84.0574757589886,16.7134768520475,89.7761668204337,96.0775162615095,-67.344584137962,-24.1457371364459,41.2751460754194,49.2113518789177,68.3695646121569,91.9196923453465,-44.7685223368209,20.8286774567573,-39.9024060062304,51.6294507344183
"sample_537",39.7698287057607,19.6994882339155,-6.09145765257525,-25.9727695494624,-69.6170061757475,-53.3907634931126,42.1937482829009,104.122214451732,53.1811646485486,-18.300960038672,40.0932649551618,41.5775500176293,-90.8649491177723,-163.017824133469,48.9459308962774,-28.6378377705946,12.6219818500797,10.8961987099957,60.1838429055611,-27.8387882898453,54.676345080368,49.6321911586113,11.0095485436297,116.884318123005,52.6897832811532,-19.7466108560288,79.9556045264075,85.5742515293452,-53.7764761035549,-45.8486661800361
"sample_586",69.6681044993619,-42.1612206863019,-55.5298791737724,-36.1700193125765,-16.4191032698056,-141.31510636114,69.8112000527756,93.6788535938048,67.6006474474123,-4.40112455720874,-47.9177453338351,-25.3550191966507,76.8163646843776,-48.7530888964887,55.4857617187902,18.8740483561855,108.748977854731,3.88738219322625,26.0529641067522,18.3375169982852,52.9324343275606,40.8583519707418,-18.4890468282771,52.1292109047049,133.15027187314,-28.1085351779563,48.4777092412967,28.1462532836733,13.2999724717208,-72.3957667966292
"sample_831",29.4076940795359,25.9573681337078,22.6972649910065,53.096480203066,-7.90742386365672,42.9944419254806,159.333544996213,61.7660913248174,48.9516602153351,22.330101055613,-54.3949384731532,-47.3882558664393,-45.6792888956871,-46.2471582878725,-28.6145727558201,36.9963124769424,48.2741057276132,-104.70816542767,-14.3377278537708,-23.0005455159047,-32.2479831593635,-84.4389493107055,-16.925232872205,-111.971741748303,16.546304701026,-29.8354853293943,-19.9154132230167,-20.2340325983245,-61.5085021520897,-90.6542714681163
"sample_653",41.7631939899351,129.462829692099,84.6969512205822,51.9064542328772,5.40361053578435,6.60906020372056,91.8360562728964,74.005461615082,84.1372161293427,54.1111558663585,15.930078805748,-42.819360522282,-64.1169467926596,-62.7266360680566,9.98661362207849,79.2412020805281,-27.9888695158369,-12.8777184860258,82.2114765073042,33.4618133360046,9.16864045234297,-68.0281792455693,-18.0309624388152,-33.1509451403251,-124.44692537684,29.1672229878685,-28.9991227483606,-80.1728336694975,-19.2328694712497,44.1886720315506
"sample_793",-22.5531144183341,98.1675091514695,13.6292233995506,100.374048328932,-72.3074425985836,146.246372417638,40.5061802683917,-1.70135454730141,75.275487296593,12.752839458341,-58.3240874279852,-37.4309937997145,85.6158931018319,-50.2275001204013,75.2328661763599,93.5465727522005,-49.175488754437,-43.1865004141644,102.185391212736,-0.782836982633128,94.1421999944407,-23.8964424798987,48.7681763954514,57.4164208000625,8.46482873348967,28.9720446113137,12.314298298396,-17.9262503207769,-47.6439692467623,-52.2199263899664
"sample_713",99.087936695993,25.9013176648705,38.5375840776228,-29.5016917819086,-4.40748791751443,-89.6866523798867,47.4420060326268,69.7438939634766,36.253782332457,-27.896352525782,-1.19660065925834,18.4994757257613,35.3249253455037,57.6690443301,186.90954020436,72.2978454923583,-41.0234766550593,34.6082472565044,33.305101534677,0.820547594127971,128.388217019298,-50.0458154327444,-56.1460437551252,-47.7969315078331,-19.1552842994747,16.9611746614614,-64.1790135239312,56.8803101999052,-22.9960787776379,-13.8988697640022
"sample_720",-144.352999887475,43.6319169321345,15.7839812778779,7.07698950476369,-35.2425215250254,-122.951806471481,76.2900263174788,42.2193838307299,103.568355368354,27.0681151585931,6.0546515597791,104.549156996416,-15.2097214715738,11.61564144047,29.9041398606434,20.3360537493628,22.3646456033096,-3.98475970053574,-98.328858737332,47.1596284927957,-30.9889287304767,-84.0522080255081,-83.6143870610568,-53.6803762704157,5.46178554981886,-83.5090860622468,55.7231921681773,59.8538375524509,-102.830304173964,6.67662885135728
"sample_639",21.3026771716416,171.815915012206,46.0882674241988,6.23121672243382,-51.5837335153665,33.6782319696572,113.423606455847,-126.258399623614,48.7572202681483,-39.3364340291297,-56.0393223684345,-13.3393425916768,110.254604117432,98.2217368297328,102.739802947851,-43.2540348406271,-38.3248909771099,-158.668731836554,21.3451824842646,68.7310956140952,8.87911197184648,-83.7702329134216,-31.9462644435424,-92.7713158270685,73.6549424612433,29.8106555828227,109.105298377751,55.5661627832241,72.9688592441026,33.2421238814543
"sample_120",101.569906925525,-125.696454235595,76.5963977089043,-59.2887221743521,25.3761046837863,-52.2878839932371,100.553252266666,-82.1987437620044,57.5418794430126,50.9121597150738,-1.52325752962994,137.345675138283,67.0173040898239,23.2905666309221,10.6251357252098,53.1230553715066,-42.339167898942,1.92761234580447,61.4195965035878,24.5810526925169,-12.4940721673229,-2.33887654343148,7.12600196027533,-69.5824740300465,237.496522985898,-14.4297563166352,-25.4442418142465,86.4231348949573,-17.4117646673979,2.70859843988796
"sample_268",199.086490362385,-10.4815872730753,59.1270986000921,5.30385468778346,-43.1431837694154,79.7566033201458,58.278417745383,79.6218030720905,28.9821266074787,41.0483888417139,-45.1997311114387,31.9940824459435,137.859220324504,-72.5363633568409,122.857747356145,79.8310203594714,-8.17984849152482,3.94107203062352,-70.1935059672475,-41.3319318917603,-18.6806491853753,-6.24262341595916,-23.6768933321875,-54.8882197012273,32.2309516970663,-50.6267910668559,47.2525840936946,4.27041909181412,-67.616530950396,-58.2518813894899
"sample_433",162.134619345437,-8.30264810812263,-16.6461139408356,6.84227403773552,-56.7804518370929,-40.2116722664731,41.5703151877436,78.8391047527304,76.8671220642818,12.5011812240808,-74.8616444946126,86.6441596301039,-16.8310631384675,-80.9882890504075,119.189417117912,122.244944129147,38.4630125439977,-28.8214566079629,0.096640325090611,56.4642148966947,-79.109161109556,-63.0815393502764,41.1216445382655,7.03416907455756,46.3854493205023,12.4409442333895,134.404704290814,79.5980525882448,41.4774602642762,74.1403957462014
"sample_513",128.495069595995,71.5039585874813,-1.13688490712634,-74.612685792054,-28.5939032419059,11.1001054358874,70.9247178861226,13.5748619145172,65.6133181566377,28.5260035742714,-0.955611743439576,101.571613519323,-14.7155166572899,-75.2618423489052,37.0059680145095,85.2590333768041,8.1202541049661,-57.6828142420298,-57.4913674459952,45.7715128272922,104.542285912709,-63.4538043159061,-24.0109261913083,-109.79626907039,40.5372814630456,-60.7572035073012,9.75478248300912,87.2235954658646,-82.6664852211487,-40.4504160478988
"sample_92",120.270408433144,32.8340551095811,50.6753776123343,-42.7480951424195,3.66636261021726,50.3827590763218,-25.5043310117408,31.7367982474662,58.1399763608304,71.9019468412776,-23.8624622765582,69.6297890570828,149.39342408846,-36.6886762706296,35.5223201249428,57.8074418870407,43.7456310137423,-21.8238846230932,75.3667143520007,92.6034203712221,-56.7152360521556,-35.2350451195402,-21.6808296088383,-66.5291714410556,-109.333224822076,-18.5036205994925,6.16499955968296,-78.8538026772371,-11.7857901691767,-93.5944398649061
"sample_719",171.670004255134,77.8998745995909,-30.6113744946838,26.8064894452926,-95.0325901172601,54.3958797987864,-7.54777226667652,-35.548931198988,33.235063906415,21.3582524229254,-40.431110283136,9.67297858736077,57.6454219300536,20.9931868743962,-71.0677142315632,5.74455548716485,-26.0393985544251,66.7993732646791,222.788823410755,158.0046864526,28.2294589868767,-15.1027670823778,-6.04517080189874,-1.90746353030154,-45.502058710937,-120.074328845052,-83.6811362253197,-24.907337858037,-80.579288408472,13.2467596118676
"sample_629",161.473916096277,26.2673641731953,-19.6447215059462,-47.6953643038276,-0.683274280784406,-0.855153037081561,-27.605943915372,91.6850477248356,33.0826126345156,71.854012750919,-27.3519087572141,-7.621078570137,-116.448218605773,11.9526395461007,7.9408997512058,88.724656637248,65.1765711444807,43.7694370127085,100.124380836142,87.941803647374,62.7606875112928,22.256650080188,56.6673502009567,-39.7191839911849,53.1883738849527,-3.83550163449138,39.9345773959019,69.0163867057881,-28.7701319463458,-16.7858441828132
"sample_756",126.086087885761,66.8822376606516,-29.8904735837745,-2.51328462589262,-55.3338931439735,38.5875704861932,141.324910138992,104.013623902082,53.4546460815323,57.9215247517876,-8.38152133432747,63.4088258573813,-28.0984979565246,-142.829694852068,-30.2166483757891,42.4167636585461,-32.5418811989632,-29.8841355211408,41.082518887588,-39.6137350060226,45.8561007677448,-0.278879434016797,17.2904386657241,4.54015271966935,-15.3516450026923,-11.6096008321524,11.53661623132,31.7280053254399,-25.1219503371236,50.6653025697648
"sample_636",59.9107820239101,75.7671013350564,-39.5635494569651,-5.61321531913354,-10.1937044605247,-50.3088653417175,84.643435471678,140.17609601682,66.7654353646524,44.852023553496,-14.9095227923005,21.9774565508183,-77.686536653861,-98.8605555256501,14.342518864011,9.10825778225796,-57.7954076295417,5.03855133204809,81.7206756319447,129.615086831667,46.8929092736535,14.3294884490406,59.590765371609,73.2819103908796,-12.1873161269265,23.8968298110202,-45.8027126606606,16.4881436905223,-39.8519321467581,-38.5706755290582
"sample_807",27.681388085993,127.018829372241,-41.7659204723823,16.4495184220755,-3.41804979558695,9.43044294557874,84.5052312251975,133.10637984145,39.4767843146434,4.95401860243397,-56.4507188512808,-9.47235251796575,-97.9881183116206,-32.2653415269947,91.6997527634645,33.2320801223778,40.790217569308,-43.878408083667,63.9829486466916,-14.2535404035243,-15.1352912298392,-6.48711984456954,-94.6526477148263,-3.47489634965466,-10.4119741884048,-21.4661694313222,-17.3386625536703,32.2480499061145,-35.2689117977638,-72.0281534484033
"sample_1018",52.9808461288334,56.9250134515456,88.5924520585959,36.6080767907073,13.126113962456,-10.3983934520842,133.336332096857,62.3434625692429,34.9446471690367,0.433332874793298,-97.4023933997097,8.66215720467198,11.8711410353746,-3.44425756759805,31.1236649331431,-2.23867500777385,-4.64986809795776,33.2768288092015,198.149507001623,-129.278497517671,16.1455543511458,-24.2984166635567,59.5211508261359,-24.5934504553768,41.9992593417853,36.9435278585946,-11.8159926103697,1.54085821563863,-83.1407668927204,178.16930425759
"sample_993",-37.9100821023985,105.578259857122,63.5298374291341,78.9383545320968,10.4198608944999,12.1806712745149,117.056877349201,45.5904950407471,79.1717269130549,99.414070153653,-99.4620957542354,-36.1316285264092,1.81815134204368,-47.556477849075,70.7533347762227,47.1796634639811,-4.81900134168854,18.9363226676272,-6.76958165195336,94.5755327832699,-64.8019016699257,36.3848083027213,31.8515094768804,117.153156451495,-156.978007468087,-42.7962891014825,141.128641333575,-30.3499210735569,13.5177318231068,-54.2334149782225
"sample_1028",-19.1915943504721,76.606121772606,30.5758249222705,17.4553368507548,-122.909624235744,-78.8153321431566,-37.191913177536,86.8154924435464,8.22009688653437,96.5590950963544,-87.6196501161828,-69.0757956581473,84.5303328411892,-80.9809687169024,-36.1975822524097,-19.9945334438364,-46.1933584461465,-28.636804918267,54.827515679385,99.5143620620771,65.5295812918257,36.4876849185706,32.5802357771044,22.515204645843,59.992307404421,-3.16019594977344,-6.84588878259894,-31.1695506995595,-56.4489504715188,-29.3170585562123
"sample_880",76.2451873049778,14.5414730388254,41.7367757102121,57.0215458350697,-35.5971758749581,-36.8292983743382,-20.2984597695221,-44.9092694643223,65.3563153710672,72.4362342535111,-11.819511122997,-3.20556579594091,-13.3435880728254,81.0453256904339,11.5341232248243,-35.179059678986,44.9247892394275,-49.3166746906755,133.14674144878,19.3303646797104,20.1195930507281,-11.7696923520567,62.8648962418087,-93.7682686346534,131.330736789285,-3.12821498971764,38.5782072370448,-10.8193193290816,-65.1987437506355,109.522919439027
"sample_1017",116.017120699345,42.7079047393802,140.299531647474,-4.66364528581192,-2.60019304183332,-153.312765007734,-13.5501769714102,31.7457959294203,70.8690939970729,59.1284497966324,-65.1744625769566,4.65694143665296,153.804210937057,54.2746747536523,31.4317285651866,-11.7904133194469,61.4552286287138,39.8660189357374,82.648214685497,-100.995895758785,78.4028853281268,32.7778212168037,-50.7447303156626,-28.6202865618273,-66.9672693540159,-74.8047237722151,34.2547735472013,25.0879059883768,-21.4464701931358,-90.8917500059729
